iteration,quality_00,quality_01,quality_02,quality_03,quality_04
813,54215,53809,53189,54712,54281
814,54215,53809,53189,54712,54281
815,54215,53809,53189,54712,54281
816,54215,53809,53189,54712,54281
817,54068,53809,53189,54712,54281
818,54068,53809,53189,54712,54281
819,54068,53809,53189,54712,54281
820,54068,53809,53189,54712,54281
821,54068,53809,53189,54712,54281
822,54068,53809,53189,54712,54281
823,54068,53809,53189,54712,54281
824,54068,53809,53189,54662,54281
825,54068,53809,53189,54662,54281
826,54068,53809,53189,54662,54281
827,54068,53809,53189,54662,54281
828,54068,53809,53189,54662,54281
829,54068,53809,53189,54662,54281
830,54068,53809,53189,54662,54281
831,54068,53809,53189,54662,54281
832,54068,53809,53189,54662,54281
833,54068,53809,53189,54662,54281
834,54068,53809,53189,54662,54281
835,54068,53809,53189,54654,54281
836,54068,53809,53189,54654,54281
837,54068,53809,53189,54654,54281
838,54068,53809,53189,54654,54281
839,54068,53809,53189,54654,54281
840,54068,53809,53189,54654,54281
841,54068,53809,52871,54654,54281
842,54068,53809,52871,54654,54281
843,54068,53809,52871,54654,54281
844,54068,53809,52871,54654,54281
845,54068,53809,52871,54654,54281
846,54068,53809,52871,54654,54281
847,54068,53809,52871,54654,54281
848,54068,53809,52871,54654,54281
849,54068,53809,52871,54654,54281
850,54068,53809,52871,54654,54281
851,54068,53809,52871,54654,54281
852,54068,53809,52871,54654,54281
853,54068,53809,52871,54654,54281
854,54068,53809,52871,54654,54281
855,54068,53809,52871,54654,54281
856,54068,53809,52871,54654,54281
857,54068,53809,52871,54615,54281
858,54068,53809,52871,54615,54281
859,54068,53809,52871,54598,54281
860,54068,53809,52871,54598,54281
861,54068,53809,52871,54598,54281
862,54068,53809,52871,54598,54281
863,54068,53809,52871,54598,54281
864,54068,53809,52871,54598,54281
865,54068,53809,52871,54598,54281
866,54068,53809,52871,54598,54281
867,54068,53809,52871,54598,54281
868,54068,53809,52871,54598,54281
869,54068,53809,52689,54598,54281
870,54068,53809,52689,54598,54281
871,54068,53809,52689,54598,54281
872,54068,53809,52689,54598,54281
873,54068,53809,52689,54598,54281
874,54068,53809,52689,54598,54281
875,54068,53809,52689,54598,54281
876,54068,53809,52689,54598,54281
877,54068,53809,52689,54598,54281
878,54068,53809,52689,54598,54281
879,54068,53809,52689,54598,54281
880,54068,53809,52689,54598,54281
881,54068,53809,52689,54598,54281
882,54068,53809,52689,54598,54281
883,54068,53809,52689,54598,54281
884,54068,53809,52689,54598,54281
885,54068,53809,52689,54598,54281
886,54068,53809,52689,54598,54281
887,54068,53809,52689,54598,54281
888,54068,53809,52689,54598,54281
889,54068,53809,52689,54598,54281
890,54068,53809,52689,54598,54281
891,54068,53809,52689,54598,54281
892,54068,53809,52689,54397,54281
893,54068,53809,52689,54397,54281
894,54068,53809,52689,54397,54281
895,54068,53809,52689,54397,54281
896,54068,53809,52689,54397,54281
897,54036,53809,52689,54397,54281
898,54036,53809,52689,54397,54281
899,54036,53809,52689,54397,54281
900,53793,53809,52689,54397,54281
901,53793,53809,52689,54397,54281
902,53793,53809,52689,54397,54281
903,53793,53809,52689,54200,54281
904,53793,53809,52689,54200,54281
905,53793,53809,52689,54200,54281
906,53793,53809,52689,54200,54281
907,53793,53809,52689,54200,54281
908,53793,53809,52689,54200,54281
909,53793,53809,52689,54200,54281
910,53793,53809,52689,54200,54281
911,53793,53809,52689,54200,54281
912,53793,53809,52689,54200,54281
913,53793,53809,52689,54200,54281
914,53793,53809,52689,54200,54281
915,53793,53809,52689,54200,54281
916,53793,53809,52689,54200,54281
917,53774,53809,52689,54200,54281
918,53774,53809,52689,54200,54281
919,53774,53809,52689,54200,54281
920,53774,53809,52689,54200,54277
921,53774,53809,52689,54200,54277
922,53774,53809,52689,54200,54277
923,53738,53809,52689,54200,54277
924,53738,53809,52689,54200,54277
925,53738,53809,52689,54200,54277
926,53738,53809,52689,54200,54277
927,53738,53809,52689,54200,54277
928,53738,53809,52689,54200,54277
929,53738,53809,52689,54200,54277
930,53738,53809,52689,54200,54277
931,53738,53809,52689,54200,54277
932,53738,53809,52689,54200,54277
933,53738,53809,52689,54200,54277
934,53738,53809,52689,54200,54277
935,53738,53809,52689,54200,54277
936,53738,53809,52689,54200,54277
937,53738,53809,52689,54200,54277
938,53738,53809,52689,54200,54277
939,53738,53809,52689,54200,54277
940,53738,53809,52689,54200,54277
941,53738,53809,52689,54200,54277
942,53738,53809,52689,54200,54277
943,53738,53809,52689,54073,54277
944,53738,53809,52689,54073,54277
945,53738,53809,52689,54073,54277
946,53738,53809,52689,54073,54277
947,53738,53809,52689,54073,54277
948,53738,53809,52689,54073,54277
949,53738,53809,52689,54073,54277
950,53738,53809,52689,54073,54277
951,53738,53809,52689,54073,54277
952,53738,53809,52689,53959,54277
953,53738,53809,52689,53959,54277
954,53738,53809,52689,53959,54277
955,53738,53809,52689,53959,54277
956,53738,53809,52689,53959,54263
957,53738,53809,52689,53959,54263
958,53738,53809,52689,53959,54263
959,53738,53809,52689,53959,54263
960,53738,53809,52689,53959,54263
961,53738,53809,52689,53959,54263
962,53738,53809,52689,53959,54263
963,53738,53809,52689,53959,54263
964,53738,53809,52689,53959,54263
965,53738,53809,52689,53959,54263
966,53738,53809,52689,53843,54263
967,53738,53809,52689,53843,54263
968,53738,53809,52689,53843,54263
969,53738,53809,52689,53843,54263
970,53738,53809,52689,53843,54263
971,53738,53809,52689,53843,54263
972,53738,53809,52689,53843,54263
973,53738,53809,52689,53843,54263
974,53738,53809,52689,53843,54263
975,53738,53809,52689,53843,54263
976,53738,53809,52689,53843,54263
977,53738,53809,52689,53843,54263
978,53738,53809,52689,53843,54263
979,53738,53809,52689,53843,54263
980,53738,53809,52689,53843,54263
981,53738,53809,52689,53843,54263
982,53738,53809,52689,53843,54263
983,53669,53809,52689,53843,54263
984,53669,53809,52689,53843,54052
985,53669,53809,52689,53843,54052
986,53669,53809,52689,53843,54052
987,53669,53809,52689,53843,54052
988,53669,53809,52689,53843,54052
989,53669,53809,52689,53843,54052
990,53669,53809,52689,53797,54052
991,53669,53809,52689,53797,54052
992,53669,53809,52689,53797,54052
993,53669,53809,52689,53797,54052
994,53669,53809,52689,53797,54052
995,53669,53809,52689,53797,54052
996,53669,53809,52689,53797,54052
997,53669,53809,52689,53797,54052
998,53669,53809,52689,53797,54052
999,53669,53809,52689,53797,54052
1000,53669,53809,52689,53797,54052
1001,53669,53809,52689,53797,54052
1002,53669,53809,52689,53797,54052
1003,53669,53809,52689,53797,54052
1004,53669,53809,52689,53797,54052
1005,53669,53809,52689,53797,54052
1006,53669,53809,52689,53797,54052
1007,53669,53809,52689,53797,54052
1008,53669,53809,52689,53797,54052
1009,53669,53809,52689,53797,54052
1010,53669,53809,52689,53797,54052
1011,53421,53809,52689,53797,54052
1012,53421,53809,52689,53797,54052
1013,53259,53809,52689,53797,54052
1014,53259,53809,52689,53797,54052
1015,53259,53809,52689,53797,54052
1016,53259,53809,52689,53797,54052
1017,53259,53809,52689,53797,54052
1018,53259,53809,52689,53797,54052
1019,53259,53809,52689,53797,54052
1020,53259,53809,52689,53797,54052
1021,53259,53809,52689,53797,54052
1022,53259,53809,52689,53797,54052
1023,53259,53809,52689,53797,54052
1024,53259,53809,52689,53797,54052
1025,53259,53809,52689,53797,54052
1026,53259,53809,52689,53797,54052
1027,53259,53809,52689,53797,54052
1028,53259,53809,52689,53797,54052
1029,53259,53809,52689,53797,54052
1030,53259,53809,52689,53797,54052
1031,53259,53809,52689,53797,54052
1032,53259,53809,52689,53797,54052
1033,53259,53809,52689,53797,54052
1034,53259,53809,52689,53797,54052
1035,53259,53809,52689,53797,54052
1036,53259,53809,52689,53797,54052
1037,53259,53809,52496,53797,54052
1038,53259,53809,52496,53797,54052
1039,53259,53809,52496,53797,54052
1040,53259,53809,52496,53797,54052
1041,53259,53809,52496,53797,54052
1042,53259,53809,52496,53797,54052
1043,53259,53809,52496,53797,53957
1044,53259,53809,52496,53797,53957
1045,53259,53809,52496,53797,53957
1046,53259,53809,52496,53797,53957
1047,53259,53809,52496,53797,53957
1048,53259,53809,52496,53797,53957
1049,53259,53809,52496,53797,53957
1050,53259,53809,52496,53797,53957
1051,53259,53809,52496,53797,53957
1052,53259,53809,52496,53797,53957
1053,53259,53809,52496,53797,53957
1054,53259,53809,52496,53797,53957
1055,53259,53809,52496,53797,53957
1056,53259,53809,52496,53797,53957
1057,53259,53809,52496,53797,53957
1058,53259,53809,52496,53797,53957
1059,53259,53809,52496,53797,53957
1060,53259,53809,52496,53797,53957
1061,53259,53809,52496,53797,53957
1062,53259,53809,52496,53797,53957
1063,53259,53809,52496,53797,53957
1064,53259,53809,52496,53797,53957
1065,53259,53809,52496,53797,53957
1066,53259,53809,52496,53797,53957
1067,53259,53809,52496,53797,53957
1068,53259,53809,52496,53797,53957
1069,53259,53809,52496,53797,53957
1070,53259,53809,52496,53797,53957
1071,53259,53809,52496,53797,53957
1072,53259,53809,52496,53797,53957
1073,53259,53809,52496,53797,53957
1074,53259,53809,52496,53797,53957
1075,53259,53809,52496,53797,53957
1076,53259,53809,52496,53797,53957
1077,53259,53809,52496,53797,53957
1078,53259,53809,52496,53797,53957
1079,53259,53809,52496,53797,53957
1080,53259,53809,52496,53797,53957
1081,53259,53809,52496,53797,53957
1082,53259,53809,52496,53797,53957
1083,53259,53809,52496,53797,53957
1084,53259,53809,52496,53797,53957
1085,53259,53809,52496,53797,53957
1086,53259,53809,52496,53797,53957
1087,53259,53809,52496,53797,53957
1088,53259,53809,52496,53797,53957
1089,53259,53809,52496,53797,53957
1090,53259,53809,52496,53797,53957
1091,53259,53809,52496,53797,53957
1092,53259,53809,52496,53797,53957
1093,53259,53809,52496,53797,53957
1094,53259,53809,52496,53797,53957
1095,53259,53809,52496,53797,53957
1096,53259,53809,52496,53797,53957
1097,53259,53809,52496,53797,53957
1098,53259,53809,52496,53797,53957
1099,53259,53809,52496,53797,53957
1100,53259,53809,52496,53797,53957
1101,53259,53809,52496,53797,53957
1102,53259,53809,52496,53797,53957
1103,53259,53809,52496,53797,53890
1104,53259,53809,52496,53797,53890
1105,53259,53809,52496,53797,53890
1106,53259,53809,52496,53797,53890
1107,53259,53809,52496,53797,53890
1108,53259,53809,52496,53758,53890
1109,53259,53809,52496,53688,53890
1110,53259,53809,52496,53688,53890
1111,53259,53809,52496,53688,53890
1112,53259,53809,52496,53688,53890
1113,53259,53809,52496,53688,53890
1114,53259,53809,52496,53688,53890
1115,53259,53809,52496,53688,53890
1116,53259,53809,52496,53688,53890
1117,53259,53809,52496,53688,53890
1118,53259,53809,52496,53688,53890
1119,53259,53809,52496,53688,53890
1120,53259,53809,52496,53688,53890
1121,53259,53809,52496,53688,53890
1122,53259,53809,52496,53688,53890
1123,53259,53809,52496,53688,53890
1124,53259,53809,52496,53688,53890
1125,53259,53809,52496,53688,53890
1126,53259,53809,52496,53688,53890
1127,53259,53809,52496,53688,53890
1128,53259,53809,52496,53688,53890
1129,53259,53809,52496,53688,53890
1130,53259,53809,52496,53688,53890
1131,53259,53809,52496,53688,53825
1132,53259,53809,52496,53688,53825
1133,53259,53809,52496,53688,53825
1134,53259,53809,52496,53688,53825
1135,53259,53809,52496,53688,53825
1136,53259,53809,52496,53688,53825
1137,53259,53809,52496,53688,53825
1138,53259,53809,52496,53688,53825
1139,53259,53809,52496,53688,53825
1140,53259,53809,52496,53688,53825
1141,53259,53809,52496,53688,53825
1142,53259,53809,52496,53688,53825
1143,53259,53809,52496,53688,53825
1144,53259,53809,52496,53688,53825
1145,53259,53809,52496,53688,53825
1146,53259,53413,52496,53688,53825
1147,53259,53146,52496,53688,53825
1148,53259,53146,52496,53688,53825
1149,53259,53146,52496,53688,53825
1150,53259,53146,52496,53688,53825
1151,53259,53146,52496,53688,53825
1152,53259,53146,52496,53688,53825
1153,53259,53146,52496,53688,53825
1154,53259,53146,52496,53688,53825
1155,53259,53146,52496,53688,53825
1156,53259,53146,52496,53688,53825
1157,53259,53146,52496,53688,53825
1158,53259,53146,52496,53688,53825
1159,53259,53146,52496,53688,53825
1160,53259,53146,52496,53688,53825
1161,53259,53146,52496,53688,53825
1162,53259,53146,52496,53688,53825
1163,53259,53146,52496,53688,53825
1164,53259,53146,52496,53688,53825
1165,53259,53146,52496,53688,53825
1166,53259,53146,52496,53688,53825
1167,53259,53146,52496,53688,53825
1168,53259,53146,52496,53688,53825
1169,53259,53146,52496,53688,53825
1170,53259,53146,52496,53688,53825
1171,53259,53146,52496,53688,53825
1172,53259,53146,52496,53688,53825
1173,53259,53146,52496,53688,53825
1174,53259,53146,52496,53688,53825
1175,53259,53146,52496,53688,53825
1176,53259,53146,52496,53688,53825
1177,53259,53146,52496,53688,53825
1178,53259,53146,52496,53688,53825
1179,53259,53146,52496,53688,53825
1180,53259,53146,52496,53688,53825
1181,53259,53146,52496,53688,53825
1182,53259,53146,52496,53688,53825
1183,53259,53146,52496,53688,53825
1184,53259,53146,52496,53688,53825
1185,53259,53146,52496,53688,53825
1186,53259,53146,52496,53688,53825
1187,53259,53146,52496,53688,53825
1188,53259,53146,52496,53688,53825
1189,53259,53146,52496,53688,53825
1190,53259,53146,52496,53688,53825
1191,53259,53146,52496,53688,53825
1192,53259,53146,52496,53688,53825
1193,53259,53146,52496,53688,53825
1194,53259,53146,52496,53688,53825
1195,53259,53146,52496,53688,53825
1196,53259,53146,52496,53688,53825
1197,53259,53146,52496,53688,53825
1198,53259,53146,52496,53688,53825
1199,53259,53146,52496,53688,53825
1200,53259,53146,52496,53688,53825
1201,53259,53146,52496,53688,53825
1202,53259,53146,52496,53688,53825
1203,53259,53139,52496,53688,53825
1204,53259,53139,52496,53688,53825
1205,53259,53139,52496,53688,53825
1206,53259,53139,52496,53688,53825
1207,53259,53139,52496,53688,53825
1208,53259,53139,52496,53688,53825
1209,53259,53139,52496,53688,53825
1210,53259,53139,52496,53688,53825
1211,53259,53139,52496,53688,53825
1212,53259,53139,52496,53688,53825
1213,53259,53139,52496,53688,53825
1214,53259,53139,52496,53688,53825
1215,53259,53139,52496,53688,53825
1216,53259,53139,52496,53688,53825
1217,53259,53139,52442,53688,53825
1218,53259,52941,52442,53688,53825
1219,53259,52941,52442,53688,53825
1220,53259,52941,52442,53688,53825
1221,53259,52941,52442,53688,53825
1222,53259,52941,52442,53688,53825
1223,53259,52402,52442,53688,53825
1224,53259,52402,52442,53688,53825
1225,53259,52402,52442,53688,53825
1226,53259,52402,52442,53688,53825
1227,53255,52402,52442,53688,53825
1228,53255,52402,52442,53688,53825
1229,52946,52402,52442,53688,53825
1230,52946,52402,52442,53688,53825
1231,52946,52402,52442,53688,53825
1232,52946,52402,52442,53688,53825
1233,52946,52402,52442,53688,53825
1234,52946,52402,52442,53688,53825
1235,52946,52402,52442,53688,53825
1236,52946,52402,52442,53688,53825
1237,52946,52402,52442,53688,53825
1238,52946,52402,52442,53688,53825
1239,52946,52402,52442,53384,53825
1240,52946,52402,52442,53384,53825
1241,52946,52402,52442,53384,53825
1242,52946,52402,52442,53384,53825
1243,52946,52402,52442,53384,53825
1244,52946,52402,52442,53384,53825
1245,52946,52402,52442,53384,53825
1246,52946,52402,52442,53384,53825
1247,52946,52402,52442,53384,53825
1248,52946,52402,52442,53384,53825
1249,52946,52402,52442,53384,53825
1250,52946,52402,52442,53384,53825
1251,52946,52402,52442,53384,53825
1252,52946,52402,52442,53384,53825
1253,52946,52402,52442,53384,53825
1254,52946,52402,52442,53384,53825
1255,52946,52402,52442,53384,53825
1256,52946,52402,52442,53384,53825
1257,52946,52402,52442,53384,53825
1258,52946,52402,52442,53384,53825
1259,52946,52402,52442,53384,53825
1260,52946,52402,52442,53384,53825
1261,52946,52402,52442,53384,53825
1262,52946,52402,52442,53384,53825
1263,52946,52402,52442,53384,53825
1264,52946,52366,52442,53384,53825
1265,52946,52366,52442,53384,53825
1266,52946,52366,52442,53384,53825
1267,52946,52366,52442,53384,53825
1268,52946,52366,52442,53384,53825
1269,52946,52366,52442,53384,53825
1270,52946,52366,52442,53384,53825
1271,52946,52366,52442,53384,53825
1272,52946,52366,52442,53384,53825
1273,52946,52366,52442,53384,53825
1274,52946,52334,52442,53384,53825
1275,52946,52334,52442,53384,53825
1276,52946,52334,52442,53384,53825
1277,52946,52334,52442,53384,53825
1278,52946,52334,52442,53384,53825
1279,52946,52334,52442,53384,53825
1280,52946,52334,52442,53384,53825
1281,52946,52334,52442,53384,53825
1282,52946,52334,52442,53384,53825
1283,52946,52334,52442,53384,53825
1284,52946,52334,52442,53384,53825
1285,52946,52334,52442,53384,53825
1286,52946,52334,52442,53384,53825
1287,52946,52334,52442,53384,53825
1288,52946,52334,52442,53384,53825
1289,52946,52334,52442,53384,53825
1290,52946,52334,52442,53384,53825
1291,52946,52334,52442,53384,53825
1292,52792,52288,52442,53384,53825
1293,52792,52288,52442,53384,53825
1294,52792,52288,52442,53384,53825
1295,52792,52288,52442,53384,53825
1296,52792,52288,52442,53384,53825
1297,52792,52288,52442,53384,53825
1298,52792,52288,52442,53384,53825
1299,52792,52288,52442,53384,53825
1300,52792,52288,52442,53384,53825
1301,52792,52288,52442,53384,53825
1302,52792,52288,52442,53384,53825
1303,52792,52288,52442,53384,53825
1304,52792,52288,52442,53384,53825
1305,52792,52288,52442,53384,53825
1306,52792,52288,52442,53384,53825
1307,52792,52288,52442,53384,53825
1308,52792,52288,52442,53384,53825
1309,52792,52288,52442,53384,53825
1310,52792,52288,52442,53384,53825
1311,52792,52288,52442,53384,53825
1312,52792,52288,52442,53384,53825
1313,52792,52288,52442,53384,53825
1314,52792,52288,52442,53384,53825
1315,52792,52288,52442,53384,53825
1316,52792,52288,52442,53384,53825
1317,52792,52288,52442,53384,53767
1318,52792,52288,52442,53384,53767
1319,52792,52288,52442,53384,53767
1320,52792,52288,52442,53384,53767
1321,52792,52288,52442,53384,53767
1322,52792,52288,52442,53384,53767
1323,52792,52288,52442,53384,53767
1324,52792,52288,52442,53384,53767
1325,52792,52288,52442,53384,53767
1326,52792,52288,52442,53384,53767
1327,52792,52288,52442,53384,53767
1328,52792,52288,52442,53384,53767
1329,52792,52288,52442,53384,53767
1330,52792,52288,52442,53384,53767
1331,52792,52288,52442,53384,53767
1332,52792,52288,52442,53384,53767
1333,52792,52288,52442,53384,53767
1334,52792,52288,52442,53384,53767
1335,52792,52288,52442,53384,53767
1336,52792,52288,52442,53384,53767
1337,52792,52288,52442,53384,53767
1338,52792,52288,52442,53384,53767
1339,52792,52288,52442,53384,53767
1340,52792,52182,52442,53384,53767
1341,52792,52182,52442,53384,53767
1342,52792,52182,52442,53384,53767
1343,52792,52182,52442,53384,53767
1344,52792,52182,52442,53384,53767
1345,52792,52182,52442,53384,53767
1346,52792,52182,52442,53384,53767
1347,52792,52182,52442,53384,53767
1348,52792,52182,52442,53384,53767
1349,52664,52182,52442,53384,53767
1350,52664,52182,52442,53384,53755
1351,52664,52182,52442,53384,53755
1352,52664,52182,52442,53384,53755
1353,52664,52182,52442,53384,53755
1354,52664,52182,52442,53384,53755
1355,52664,52182,52442,53384,53755
1356,52664,52182,52429,53384,53755
1357,52664,52182,52429,53384,53755
1358,52664,52182,52429,53384,53755
1359,52664,52182,52429,53384,53755
1360,52664,52182,52429,53384,53755
1361,52664,52182,52429,53384,53755
1362,52664,52182,52429,53384,53755
1363,52664,52182,52429,53384,53755
1364,52664,52182,52429,53384,53755
1365,52664,52182,52429,53384,53755
1366,52664,52182,52324,53384,53755
1367,52664,52182,52324,53384,53755
1368,52664,52182,52324,53384,53755
1369,52664,52182,52324,53384,53755
1370,52664,52182,52324,53384,53755
1371,52664,52182,52324,53384,53755
1372,52664,52182,52324,53384,53755
1373,52664,52182,52324,53384,53755
1374,52664,52182,52324,53384,53755
1375,52639,52182,52324,53384,53755
1376,52639,52182,52324,53384,53755
1377,52639,52182,52324,53384,53755
1378,52639,52182,52324,53384,53755
1379,52639,52182,52324,53384,53755
1380,52639,52182,52324,53384,53755
1381,52639,52182,52324,53384,53755
1382,52639,52182,52324,53384,53755
1383,52639,52182,52324,53384,53755
1384,52639,52182,52324,53384,53755
1385,52639,52182,52324,53384,53755
1386,52639,52182,52324,53384,53755
1387,52639,52182,52324,53384,53755
1388,52639,52182,52324,53384,53755
1389,52639,52182,52324,53384,53755
1390,52639,52182,52324,53384,53755
1391,52639,52182,52324,53384,53755
1392,52639,52182,52324,53384,53755
1393,52639,52182,52324,53384,53755
1394,52639,52182,52324,53384,53755
1395,52639,52182,52324,53384,53755
1396,52639,52182,52324,53384,53755
1397,52639,52182,52324,53384,53755
1398,52639,52182,52324,53384,53755
1399,52639,52182,52324,53384,53755
1400,52639,52182,52324,53384,53755
1401,52639,52182,52324,53384,53755
1402,52639,52182,52324,53384,53755
1403,52639,52182,52324,53384,53755
1404,52639,52182,52324,53384,53755
1405,52639,52182,52324,53384,53755
1406,52639,52182,52324,53384,53755
1407,52639,52182,52324,53384,53755
1408,52639,52182,52324,53384,53755
1409,52639,52182,52324,53384,53755
1410,52639,52182,52324,53384,53755
1411,52639,52182,52324,53384,53755
1412,52639,52182,52324,53384,53755
1413,52639,52182,52324,53384,53755
1414,52639,52182,52324,53384,53755
1415,52639,52182,52324,53384,53755
1416,52639,52182,52324,53384,53755
1417,52639,52182,52324,53384,53755
1418,52639,52182,52324,53384,53755
1419,52639,52182,52324,53384,53755
1420,52639,52182,52324,53384,53755
1421,52639,52182,52057,53384,53755
1422,52639,52182,52057,53384,53755
1423,52639,52182,52057,53384,53755
1424,52639,52182,52057,53384,53755
1425,52639,52182,52057,53384,53755
1426,52639,52182,52057,53384,53755
1427,52639,52182,52057,53384,53755
1428,52639,52182,52057,53384,53755
1429,52639,52182,52057,53384,53755
1430,52639,52182,52057,53384,53755
1431,52639,52182,52057,53384,53755
1432,52639,52182,52057,53384,53755
1433,52639,52182,52057,53384,53755
1434,52639,52182,52057,53384,53755
1435,52639,52182,52057,53384,53755
1436,52639,52182,52057,53384,53755
1437,52639,52182,52057,53384,53755
1438,52639,52182,52057,53384,53755
1439,52639,52182,52057,53384,53755
1440,52620,52182,52057,53384,53755
1441,52620,52182,52057,53384,53741
1442,52620,52182,52057,53384,53741
1443,52620,52182,52057,53384,53741
1444,52620,52182,52057,53384,53741
1445,52620,52182,52057,53384,53741
1446,52620,52182,52057,53384,53741
1447,52620,52182,52057,53384,53741
1448,52620,52182,52057,53384,53741
1449,52620,52182,52057,53384,53741
1450,52620,52182,52057,53384,53741
1451,52620,52182,52057,53384,53741
1452,52620,52182,52057,53384,53741
1453,52620,52182,52057,53384,53741
1454,52620,52182,52057,53384,53741
1455,52620,52182,52057,53384,53741
1456,52620,52182,52057,53384,53741
1457,52620,52182,52057,53384,53741
1458,52620,52182,52057,53384,53741
1459,52620,52182,52057,53384,53741
1460,52620,52182,52057,53384,53741
1461,52620,52182,52057,53384,53741
1462,52620,52182,52057,53384,53741
1463,52620,52182,52057,53384,53741
1464,52620,52182,52057,53384,53741
1465,52620,52182,52057,53384,53741
1466,52620,52182,52057,53384,53741
1467,52620,52182,52057,53384,53741
1468,52620,52182,52057,53055,53741
1469,52620,52182,52057,53055,53741
1470,52620,52182,52057,53055,53741
1471,52620,52182,52057,53055,53741
1472,52620,52182,52057,53055,53741
1473,52620,52182,52057,53055,53741
1474,52620,52182,52057,53055,53741
1475,52620,52182,52057,53055,53741
1476,52620,52182,52057,53055,53741
1477,52620,52182,52057,53055,53741
1478,52620,52182,52057,53055,53741
1479,52620,52182,52057,53055,53741
1480,52620,52182,52057,53055,53741
1481,52620,52182,52057,53055,53741
1482,52620,52182,52057,53055,53741
1483,52620,52182,51867,53055,53741
1484,52620,52182,51867,53055,53741
1485,52620,52182,51867,53055,53741
1486,52620,52182,51867,53055,53741
1487,52620,52182,51867,53055,53741
1488,52620,52182,51867,53055,53741
1489,52620,52182,51867,53055,53741
1490,52620,52182,51867,53055,53741
1491,52620,52182,51867,53055,53741
1492,52594,52182,51867,53055,53741
1493,52594,52182,51867,53055,53741
1494,52594,52182,51867,53055,53741
1495,52594,52182,51867,53055,53741
1496,52200,52182,51867,53055,53741
1497,52200,52182,51867,53055,53741
1498,52200,52182,51867,53055,53741
1499,52200,52182,51867,53055,53741
1500,52200,52182,51867,53055,53741
1501,52200,52182,51867,53055,53741
1502,52200,52182,51867,53055,53741
1503,52200,52182,51867,53055,53741
1504,52200,52182,51867,53055,53741
1505,52200,52182,51867,53055,53741
1506,52200,52182,51867,53055,53741
1507,52200,52182,51867,53055,53741
1508,52200,52182,51867,53055,53741
1509,52200,52182,51867,53055,53741
1510,52200,52182,51867,53055,53741
1511,52200,52182,51867,53055,53741
1512,52200,52182,51867,53055,53741
1513,52200,52182,51867,53055,53741
1514,52200,52182,51867,53055,53741
1515,52200,52182,51867,53055,53741
1516,52200,52182,51867,53055,53741
1517,52200,52182,51867,53055,53741
1518,52200,52182,51867,53055,53741
1519,52200,52182,51867,53055,53715
1520,52200,52182,51867,53055,53715
1521,52200,52182,51839,53055,53715
1522,52200,52182,51839,53055,53715
1523,52200,52182,51839,53055,53715
1524,52200,52182,51839,53055,53715
1525,52200,52182,51839,53055,53715
1526,52200,52182,51839,53055,53715
1527,52200,52182,51839,53055,53715
1528,52200,52182,51839,53055,53715
1529,52200,52182,51839,53055,53715
1530,52200,52182,51839,53055,53715
1531,52200,52182,51839,53055,53715
1532,52200,51807,51839,53055,53715
1533,52200,51807,51839,53055,53715
1534,52200,51807,51839,52993,53715
1535,52200,51807,51839,52993,53715
1536,52200,51807,51839,52993,53715
1537,52200,51807,51839,52993,53715
1538,52200,51807,51839,52993,53715
1539,52200,51720,51839,52993,53715
1540,52200,51720,51839,52993,53715
1541,52200,51720,51839,52993,53715
1542,52200,51720,51839,52993,53715
1543,52200,51720,51839,52993,53715
1544,52200,51720,51839,52993,53715
1545,52200,51720,51839,52993,53715
1546,52200,51720,51839,52993,53715
1547,52200,51720,51839,52993,53715
1548,52200,51720,51839,52993,53715
1549,52200,51720,51839,52993,53715
1550,52097,51720,51839,52993,53715
1551,52097,51720,51839,52993,53715
1552,52097,51720,51839,52993,53715
1553,52097,51720,51839,52993,53715
1554,52097,51720,51839,52993,53715
1555,52097,51720,51839,52993,53715
1556,52097,51720,51839,52993,53715
1557,52097,51720,51839,52993,53715
1558,52097,51720,51839,52993,53715
1559,52097,51720,51839,52993,53715
1560,52097,51720,51839,52993,53715
1561,52097,51720,51839,52993,53715
1562,52097,51720,51839,52993,53715
1563,52097,51720,51839,52993,53715
1564,52097,51720,51839,52993,53715
1565,52097,51720,51839,52993,53715
1566,52097,51720,51839,52993,53715
1567,52097,51720,51839,52993,53715
1568,52097,51720,51839,52993,53715
1569,52097,51720,51839,52993,53715
1570,52097,51720,51839,52993,53715
1571,52097,51720,51839,52993,53715
1572,52097,51720,51839,52993,53715
1573,52097,51720,51839,52993,53715
1574,52097,51720,51784,52993,53715
1575,52097,51720,51784,52993,53715
1576,52097,51720,51784,52993,53715
1577,52097,51720,51784,52993,53715
1578,51758,51720,51784,52993,53715
1579,51758,51720,51784,52993,53715
1580,51758,51720,51784,52993,53715
1581,51758,51720,51784,52993,53715
1582,51758,51720,51784,52993,53715
1583,51758,51720,51784,52993,53715
1584,51758,51720,51784,52993,53715
1585,51758,51720,51784,52993,53715
1586,51758,51720,51784,52993,53715
1587,51758,51720,51784,52993,53715
1588,51758,51720,51784,52993,53715
1589,51758,51720,51784,52993,53715
1590,51758,51720,51784,52993,53715
1591,51758,51720,51784,52993,53715
1592,51758,51720,51784,52993,53715
1593,51758,51720,51784,52935,53715
1594,51758,51720,51784,52935,53715
1595,51758,51720,51784,52935,53715
1596,51758,51720,51784,52935,53715
1597,51758,51720,51731,52935,53715
1598,51758,51720,51731,52935,53715
