iteration,eil51,eil76,kroA100,gr202
39,179.3192488,240.3717472,618.9904614,47.30278884
40,179.3192488,240.3717472,618.0387182,47.30278884
41,179.3192488,240.3717472,618.0387182,47.30278884
42,178.685446,240.3717472,618.0319049,47.28261952
43,178.685446,240.3717472,618.0250916,47.24526892
44,178.685446,240.3717472,617.6632835,46.98481076
45,178.685446,240.3717472,617.3014754,46.98481076
46,178.685446,240.3717472,617.3014754,46.93924303
47,178.0751174,240.3717472,617.3014754,46.93924303
48,178.028169,240.3717472,617.3014754,46.93924303
49,178.028169,240.3717472,617.3014754,46.93924303
50,178.028169,240.1115242,616.8628418,46.93924303
51,178.028169,239.7211896,616.4242083,46.93924303
52,178.028169,239.6654275,616.4242083,46.93924303
53,178.028169,239.6654275,616.4242083,46.93924303
54,178.028169,239.6654275,616.4242083,46.93924303
55,177.7230047,239.6654275,616.4242083,46.93924303
56,177.7230047,239.6654275,616.2888826,46.93924303
57,177.7230047,239.6654275,616.153557,46.93924303
58,177.7230047,239.6654275,616.153557,46.93924303
59,177.7230047,239.6096654,615.5561037,46.93924303
60,177.7230047,239.6096654,614.9586505,46.93924303
61,177.7230047,239.6096654,614.9586505,46.93924303
62,177.7230047,239.6096654,614.751903,46.88271912
63,177.7230047,239.0148699,614.5451555,46.88271912
64,177.7230047,238.4200743,614.5451555,46.88271912
65,177.7230047,238.4200743,614.5451555,46.88271912
66,177.7230047,238.4200743,614.5451555,46.68376494
67,177.7230047,238.4200743,614.5451555,46.68376494
68,177.7230047,238.4200743,614.5451555,46.53560757
69,177.7230047,238.4200743,614.4890048,46.53560757
70,177.0892019,238.4200743,614.4328541,46.53560757
71,177.0892019,238.4200743,614.4328541,46.53560757
72,177.0892019,238.4200743,614.4328541,46.53560757
73,177.0892019,238.4200743,614.4328541,46.53560757
74,177.0892019,238.3271375,614.4328541,46.53560757
75,177.0892019,238.3271375,614.4328541,46.53560757
76,177.0892019,238.0669145,614.4328541,46.53560757
77,176.8779343,238.0111524,614.4328541,46.53560757
78,176.8779343,238.0111524,614.4328541,46.53560757
79,176.8779343,238.0111524,614.4328541,46.53560757
80,176.8779343,238.0111524,614.4328541,46.53560757
81,176.8779343,238.0111524,614.4328541,46.53560757
82,176.8779343,238.0111524,614.4328541,46.53560757
83,176.8779343,238.0111524,614.4328541,46.53560757
84,176.8779343,237.8624535,614.4328541,46.53560757
85,176.8779343,237.8624535,614.1741848,46.53560757
86,176.8779343,237.8624535,613.9155155,46.53560757
87,176.8779343,237.8624535,613.1472606,46.53560757
88,176.8779343,237.3420074,612.3790057,46.17156375
89,176.8779343,237.3420074,612.3790057,46.17156375
90,176.8544601,237.3420074,612.2119632,46.17156375
91,176.8544601,237.3420074,612.0449206,46.17156375
92,176.8544601,237.3420074,612.0449206,46.17156375
93,176.8544601,237.3420074,612.0449206,46.17156375
94,176.6431925,237.3420074,612.0449206,46.17156375
95,176.6431925,237.3420074,612.0449206,46.17156375
96,176.6431925,237.3420074,612.0449206,46.17156375
97,176.6431925,237.3420074,612.0449206,46.17156375
98,176.6431925,237.3420074,612.0449206,46.17156375
99,176.6431925,237.3420074,611.6887511,46.17156375
100,176.5023474,237.3420074,611.3325815,46.17156375
101,176.314554,237.3420074,611.3325815,46.17156375
102,175.6807512,237.2862454,611.3325815,46.17156375
103,175.6807512,237.2862454,611.3325815,46.17156375
104,175.6807512,237.2862454,611.3325815,46.17156375
105,175.6807512,237.2862454,611.3325815,46.17156375
106,175.6807512,237.2862454,611.3325815,46.17156375
107,175.6807512,236.9888476,611.3325815,46.17156375
108,175.6807512,236.9888476,611.3325815,46.17156375
109,175.6807512,236.9888476,610.7492247,46.17156375
110,175.6807512,236.9888476,610.1658679,46.17156375
111,175.6807512,236.9888476,610.1658679,46.17156375
